,id,neighbourhood_group_cleansed,price,neighbourhood_cleansed,accommodates,availability_365,minimum_nights,revenue
13319,22370371,Sants-Montjuïc,45.0,el Poble Sec,5,11,3,1327.5
13349,22395831,Eixample,182.0,la Dreta de l'Eixample,6,287,1,1183.0
13350,22396050,Eixample,182.0,la Dreta de l'Eixample,6,308,1,864.5
13351,22396061,Eixample,182.0,la Dreta de l'Eixample,6,298,1,1016.17
13353,22398599,Eixample,195.0,la Dreta de l'Eixample,4,325,2,650.0
13357,22409751,Eixample,139.0,la Dreta de l'Eixample,5,307,3,671.83
13367,22428136,Ciutat Vella,59.0,el Raval,2,179,33,914.5
13383,22452714,Eixample,40.0,Sant Antoni,2,254,32,370.0
13384,22453174,Sants-Montjuïc,120.0,el Poble Sec,5,158,2,2070.0
13385,22458687,Ciutat Vella,65.0,el Raval,2,320,32,243.75
13389,22461895,Sant Martí,200.0,Diagonal Mar i el Front Marítim del Poblenou,6,341,1,400.0
13399,22464535,Sants-Montjuïc,89.0,el Poble Sec,4,185,31,1335.0
13409,22477282,Sants-Montjuïc,80.0,Sants,4,0,2,2433.33
13418,22501504,Eixample,85.0,la Dreta de l'Eixample,6,307,4,410.83
13421,22515389,Ciutat Vella,37.0,la Barceloneta,4,215,88,462.5
13432,22539770,Eixample,400.0,la Sagrada Família,4,304,3,2033.33
13444,22548858,Ciutat Vella,140.0,el Raval,4,183,3,2123.33
13452,22561314,Ciutat Vella,120.0,el Barri Gòtic,4,57,5,3080.0
13453,22563658,Eixample,150.0,la Sagrada Família,4,225,2,1750.0
13472,22595319,Sant Martí,179.0,el Poblenou,4,164,5,2998.25
13479,22604862,Eixample,100.0,la Dreta de l'Eixample,5,327,3,316.67
13489,22620729,Eixample,175.0,Sant Antoni,5,102,1,3835.42
13490,22620743,Eixample,184.0,Sant Antoni,6,100,1,4063.33
13501,22626206,Sants-Montjuïc,95.0,el Poble Sec,4,323,2,332.5
13527,22668646,Ciutat Vella,10.0,"Sant Pere, Santa Caterina i la Ribera",4,364,31,0.83
13534,22679846,Eixample,75.0,el Fort Pienc,6,151,2,1337.5
13551,22696492,Sant Martí,120.0,la Vila Olímpica del Poblenou,3,1,2,3640.0
13569,22728101,Sant Martí,109.0,el Poblenou,6,321,1,399.67
13576,22739042,Sant Martí,95.0,el Parc i la Llacuna del Poblenou,4,320,3,356.25
13579,22739717,Ciutat Vella,65.0,el Raval,2,326,32,211.25
13580,22740205,Gràcia,1000.0,la Vila de Gràcia,5,321,2,3666.67
13581,22740570,Gràcia,1000.0,la Vila de Gràcia,5,321,2,3666.67
13582,22741274,Gràcia,1000.0,la Vila de Gràcia,5,324,2,3416.67
13585,22741727,Gràcia,1000.0,la Vila de Gràcia,4,326,2,3250.0
13587,22742743,Gràcia,1000.0,la Vila de Gràcia,4,301,2,5333.33
13588,22743109,Sant Martí,110.0,el Camp de l'Arpa del Clot,6,307,2,531.67
13593,22756295,Gràcia,1000.0,la Vila de Gràcia,4,306,2,4916.67
13594,22756444,Ciutat Vella,27.0,el Barri Gòtic,2,95,32,607.5
13595,22756586,Ciutat Vella,79.0,el Barri Gòtic,4,272,31,612.25
13596,22756825,Sants-Montjuïc,78.0,Sants,5,327,3,247.0
13597,22757076,Gràcia,1000.0,la Vila de Gràcia,4,298,2,5583.33
13604,22763595,Eixample,70.0,Sant Antoni,4,127,2,1388.33
13605,22767740,Sant Martí,90.0,el Poblenou,3,51,2,2355.0
13607,22767977,Sarrià-Sant Gervasi,47.0,el Putxet i el Farró,4,327,32,148.83
13609,22770039,Eixample,89.0,la Sagrada Família,6,308,1,422.75
13611,22772084,Sant Martí,79.0,el Camp de l'Arpa del Clot,4,334,2,204.08
13616,22784396,Eixample,60.0,la Dreta de l'Eixample,2,347,31,90.0
13631,22805735,Eixample,135.0,la Dreta de l'Eixample,4,262,2,1158.75
13634,22812609,Les Corts,150.0,la Maternitat i Sant Ramon,6,75,2,3625.0
13642,22822864,Gràcia,110.0,la Vila de Gràcia,6,267,2,898.33
13652,22836980,Gràcia,70.0,la Vila de Gràcia,2,365,32,0.0
13658,22859657,Eixample,255.0,la Dreta de l'Eixample,4,350,1,318.75
13660,22860092,Eixample,250.0,la Dreta de l'Eixample,6,349,1,333.33
13671,22872052,Eixample,126.0,l'Antiga Esquerra de l'Eixample,5,291,3,777.0
13679,22881665,Eixample,250.0,la Dreta de l'Eixample,6,326,1,812.5
13680,22882398,Les Corts,100.0,la Maternitat i Sant Ramon,6,16,3,2908.33
13687,22891830,Les Corts,170.0,les Corts,6,10,3,5029.17
13688,22892724,Les Corts,160.0,les Corts,5,15,2,4666.67
13700,22898675,Les Corts,100.0,les Corts,5,197,2,1400.0
13705,22903344,Eixample,120.0,la Dreta de l'Eixample,4,0,3,3650.0
13711,22915172,Ciutat Vella,34.0,"Sant Pere, Santa Caterina i la Ribera",2,256,32,308.83
13715,22919246,Sants-Montjuïc,500.0,el Poble Sec,4,318,2,1958.33
13716,22919249,Eixample,400.0,la Sagrada Família,4,326,2,1300.0
13732,22932854,Eixample,40.0,la Dreta de l'Eixample,3,348,3,56.67
13744,22942913,Sants-Montjuïc,38.0,la Marina de Port,6,275,1,285.0
13746,22947701,Eixample,80.0,la Nova Esquerra de l'Eixample,2,301,3,426.67
13747,22947906,Eixample,53.0,la Sagrada Família,6,105,31,1148.33
13748,22948408,Eixample,81.0,la Sagrada Família,4,109,2,1728.0
13749,22949272,Eixample,120.0,la Dreta de l'Eixample,4,303,3,620.0
13752,22949939,Eixample,200.0,l'Antiga Esquerra de l'Eixample,5,341,3,400.0
13753,22950949,Eixample,75.0,la Dreta de l'Eixample,4,136,3,1431.25
13758,22957332,Les Corts,170.0,la Maternitat i Sant Ramon,6,39,2,4618.33
13772,22978545,Horta-Guinardó,180.0,el Guinardó,5,173,5,2880.0
13787,22991307,Eixample,80.0,el Fort Pienc,6,259,1,706.67
13789,22991310,Ciutat Vella,55.0,el Barri Gòtic,4,266,1,453.75
13790,22991314,Eixample,55.0,el Fort Pienc,4,278,1,398.75
13791,22991315,Eixample,55.0,el Fort Pienc,4,269,1,440.0
13792,22991316,Eixample,55.0,el Fort Pienc,4,291,1,339.17
13794,22993192,Eixample,72.0,l'Antiga Esquerra de l'Eixample,6,66,1,1794.0
13796,22993997,Eixample,100.0,la Dreta de l'Eixample,6,303,1,516.67
13798,22994004,Eixample,95.0,la Dreta de l'Eixample,6,320,1,356.25
13800,22994015,Eixample,95.0,la Dreta de l'Eixample,6,326,1,308.75
13802,22994025,Eixample,100.0,la Dreta de l'Eixample,6,320,1,375.0
13803,22994030,Eixample,95.0,la Dreta de l'Eixample,6,313,1,411.67
13804,22994034,Eixample,95.0,la Dreta de l'Eixample,6,333,1,253.33
13805,22994186,Eixample,67.0,l'Antiga Esquerra de l'Eixample,5,178,1,1044.08
13812,22998247,Eixample,213.0,la Dreta de l'Eixample,6,162,2,3603.25
13815,23001940,Sants-Montjuïc,119.0,el Poble Sec,4,103,2,2598.17
13820,23009807,Eixample,110.0,Sant Antoni,5,109,3,2346.67
13822,23010316,Eixample,60.0,la Nova Esquerra de l'Eixample,6,300,1,325.0
13823,23010645,Eixample,65.0,l'Antiga Esquerra de l'Eixample,2,363,60,10.83
13824,23011392,Gràcia,85.0,la Vila de Gràcia,6,315,1,354.17
13825,23011394,Gràcia,85.0,la Vila de Gràcia,6,325,1,283.33
13826,23011396,Gràcia,85.0,la Vila de Gràcia,6,339,1,184.17
13833,23015638,Sant Martí,76.0,el Clot,4,129,80,1494.67
13834,23018780,Sant Martí,45.0,el Camp de l'Arpa del Clot,3,325,2,150.0
13842,23031576,Gràcia,41.0,la Vila de Gràcia,5,87,1,949.83
13844,23032398,Eixample,60.0,la Nova Esquerra de l'Eixample,6,267,2,490.0
13845,23032400,Eixample,60.0,la Nova Esquerra de l'Eixample,6,287,1,390.0
13846,23033374,Ciutat Vella,155.0,"Sant Pere, Santa Caterina i la Ribera",4,94,3,3500.42
13853,23035153,Ciutat Vella,95.0,el Raval,6,272,1,736.25
13855,23035188,Ciutat Vella,100.0,el Barri Gòtic,4,272,1,775.0
13868,23050389,Ciutat Vella,110.0,"Sant Pere, Santa Caterina i la Ribera",6,329,1,330.0
13886,23067908,Eixample,150.0,la Sagrada Família,6,319,1,575.0
13921,23114511,Ciutat Vella,80.0,el Barri Gòtic,6,125,3,1600.0
13922,23114905,Ciutat Vella,125.0,el Barri Gòtic,3,198,1,1739.58
13924,23115849,Eixample,100.0,la Sagrada Família,2,258,32,891.67
13926,23116156,Ciutat Vella,40.0,el Raval,2,330,32,116.67
13929,23117037,Eixample,80.0,el Fort Pienc,4,146,2,1460.0
13930,23117890,Eixample,200.0,l'Antiga Esquerra de l'Eixample,6,339,1,433.33
13932,23117931,Eixample,172.0,l'Antiga Esquerra de l'Eixample,4,328,1,530.33
13976,23174174,Ciutat Vella,43.0,el Barri Gòtic,2,320,32,161.25
13978,23175682,Eixample,90.0,la Sagrada Família,4,0,2,2737.5
13992,23192958,Sants-Montjuïc,122.0,Hostafrancs,6,105,1,2643.33
13993,23192971,Eixample,115.0,la Dreta de l'Eixample,3,34,1,3172.08
13996,23193022,Sant Martí,122.0,el Camp de l'Arpa del Clot,5,70,1,2999.17
13997,23193027,Sant Martí,122.0,el Camp de l'Arpa del Clot,5,97,1,2724.67
13998,23193034,Sants-Montjuïc,121.0,Hostafrancs,4,102,1,2651.92
13999,23193038,Sant Martí,122.0,el Camp de l'Arpa del Clot,5,69,1,3009.33
14009,23198401,Gràcia,65.0,la Vila de Gràcia,5,140,31,1218.75
14016,23201917,Sants-Montjuïc,99.0,el Poble Sec,6,38,2,2697.75
14019,23211533,Eixample,125.0,la Dreta de l'Eixample,6,225,3,1458.33
14020,23211601,Sarrià-Sant Gervasi,130.0,el Putxet i el Farró,6,318,1,509.17
14022,23211612,Sarrià-Sant Gervasi,130.0,el Putxet i el Farró,6,311,1,585.0
14042,23211695,Eixample,220.0,la Dreta de l'Eixample,6,273,1,1686.67
14049,23211739,Gràcia,120.0,la Vila de Gràcia,6,331,1,340.0
14050,23211744,Gràcia,120.0,la Vila de Gràcia,6,319,1,460.0
14051,23211745,Gràcia,120.0,la Vila de Gràcia,6,312,1,530.0
14053,23211749,Gràcia,140.0,la Vila de Gràcia,6,321,1,513.33
14079,23244848,Ciutat Vella,200.0,la Barceloneta,2,267,32,1633.33
14095,23258376,Eixample,135.0,la Nova Esquerra de l'Eixample,6,262,3,1158.75
14098,23261617,Eixample,80.0,el Fort Pienc,5,343,33,146.67
14100,23263002,Sants-Montjuïc,130.0,el Poble Sec,4,209,3,1690.0
14102,23263764,Eixample,100.0,la Sagrada Família,5,273,32,766.67
14105,23265494,Sant Martí,110.0,el Poblenou,4,140,2,2062.5
14107,23269806,Sant Martí,145.0,el Poblenou,5,346,2,229.58
14121,23282173,Eixample,55.0,la Dreta de l'Eixample,4,68,6,1361.25
14123,23284396,Ciutat Vella,70.0,el Barri Gòtic,2,236,1,752.5
14124,23284398,Ciutat Vella,70.0,el Barri Gòtic,2,205,1,933.33
14125,23284399,Ciutat Vella,70.0,el Barri Gòtic,2,251,1,665.0
14131,23292197,Eixample,110.0,l'Antiga Esquerra de l'Eixample,6,102,3,2410.83
14132,23292573,Eixample,150.0,Sant Antoni,4,132,3,2912.5
14133,23292833,Eixample,150.0,Sant Antoni,4,132,3,2912.5
14143,23301371,Sants-Montjuïc,50.0,Sants - Badal,4,168,32,820.83
14147,23303574,Sants-Montjuïc,114.0,el Poble Sec,5,344,1,199.5
14155,23316066,Eixample,144.0,la Dreta de l'Eixample,3,65,1,3600.0
14156,23316067,Eixample,154.0,l'Antiga Esquerra de l'Eixample,6,57,1,3952.67
14157,23317172,Ciutat Vella,115.0,el Raval,6,304,32,584.58
14158,23317575,Ciutat Vella,65.0,el Raval,2,323,32,227.5
14173,23334103,Sants-Montjuïc,100.0,el Poble Sec,4,311,1,450.0
14187,23347400,Eixample,300.0,la Dreta de l'Eixample,4,238,4,3175.0
14188,23347891,Eixample,250.0,la Dreta de l'Eixample,2,224,4,2937.5
14206,23365854,Eixample,250.0,la Dreta de l'Eixample,2,239,4,2625.0
14220,23374935,Ciutat Vella,300.0,el Raval,6,12,3,8825.0
14235,23385693,Sants-Montjuïc,70.0,Hostafrancs,2,316,3,285.83
14238,23387169,Eixample,220.0,la Sagrada Família,6,306,1,1081.67
14240,23389972,Sants-Montjuïc,250.0,el Poble Sec,4,321,3,916.67
14242,23391216,Les Corts,115.0,les Corts,3,362,1,28.75
14246,23396273,Eixample,100.0,Sant Antoni,4,70,6,2458.33
14247,23397314,Sant Martí,150.0,el Poblenou,5,75,2,3625.0
14250,23404328,Ciutat Vella,62.0,"Sant Pere, Santa Caterina i la Ribera",2,69,32,1529.33
14253,23408164,Eixample,74.0,la Sagrada Família,6,348,31,104.83
14257,23409500,Sant Martí,45.0,el Clot,3,346,31,71.25
14272,23426034,Ciutat Vella,58.0,la Barceloneta,3,257,32,522.0
14274,23429679,Eixample,183.0,la Sagrada Família,6,302,1,960.75
14276,23430228,Ciutat Vella,135.0,"Sant Pere, Santa Caterina i la Ribera",3,0,2,4106.25
14284,23433992,Gràcia,450.0,el Camp d'en Grassot i Gràcia Nova,6,355,3,375.0
14294,23441645,Eixample,126.0,la Dreta de l'Eixample,2,308,2,598.5
14303,23447978,Eixample,250.0,l'Antiga Esquerra de l'Eixample,6,133,2,4833.33
14312,23463007,Eixample,71.0,la Sagrada Família,4,270,1,562.08
14331,23479384,Sants-Montjuïc,50.0,Hostafrancs,2,194,32,712.5
14335,23481628,Sants-Montjuïc,100.0,Hostafrancs,4,287,3,650.0
14346,23492339,Gràcia,220.0,la Vila de Gràcia,4,299,2,1210.0
14363,23511046,Horta-Guinardó,71.0,el Baix Guinardó,4,237,3,757.33
14369,23517823,Eixample,69.0,l'Antiga Esquerra de l'Eixample,4,332,1,189.75
14376,23533196,Eixample,75.0,la Sagrada Família,5,326,2,243.75
14378,23533455,Eixample,107.0,la Sagrada Família,5,333,1,285.33
14382,23534421,Sant Martí,90.0,el Parc i la Llacuna del Poblenou,6,0,1,2737.5
14384,23541637,Eixample,150.0,la Nova Esquerra de l'Eixample,6,97,3,3350.0
14388,23543687,Gràcia,50.0,la Salut,2,287,32,325.0
14390,23543883,Sants-Montjuïc,120.0,Sants,6,117,3,2480.0
14395,23544741,Eixample,110.0,Sant Antoni,4,80,3,2612.5
14409,23556933,Eixample,89.0,la Dreta de l'Eixample,4,156,2,1550.08
14422,23572022,Ciutat Vella,50.0,el Barri Gòtic,4,313,30,216.67
14432,23586517,Eixample,85.0,Sant Antoni,3,98,3,1891.25
14436,23601615,Ciutat Vella,44.0,el Raval,2,221,3,528.0
14443,23609886,Eixample,120.0,la Sagrada Família,4,298,2,670.0
14444,23610571,Eixample,130.0,la Sagrada Família,4,303,2,671.67
14445,23611556,Eixample,100.0,l'Antiga Esquerra de l'Eixample,4,124,6,2008.33
14447,23621398,Eixample,145.0,la Sagrada Família,4,122,3,2936.25
14453,23625269,Eixample,69.0,la Sagrada Família,4,278,1,500.25
14465,23638419,Eixample,69.0,la Sagrada Família,6,324,1,235.75
14468,23641987,Eixample,399.0,la Dreta de l'Eixample,6,360,5,166.25
14480,23645698,Eixample,85.0,l'Antiga Esquerra de l'Eixample,5,93,3,1926.67
14491,23656257,Eixample,160.0,la Dreta de l'Eixample,6,67,3,3973.33
14493,23657604,Eixample,124.0,la Sagrada Família,5,337,2,289.33
14494,23658361,Eixample,85.0,la Sagrada Família,6,258,1,757.92
14498,23661273,Sants-Montjuïc,145.0,el Poble Sec,4,312,2,640.42
14513,23681534,Ciutat Vella,65.0,el Barri Gòtic,3,365,32,0.0
14534,23691762,Eixample,70.0,la Sagrada Família,6,313,2,303.33
14537,23692077,Eixample,239.0,la Dreta de l'Eixample,4,142,1,4441.42
14541,23694077,Eixample,170.0,Sant Antoni,4,20,3,4887.5
14563,23718657,Eixample,83.0,l'Antiga Esquerra de l'Eixample,4,304,30,421.92
14578,23737826,Gràcia,136.0,el Camp d'en Grassot i Gràcia Nova,6,330,2,396.67
14580,23739642,Eixample,100.0,la Dreta de l'Eixample,6,292,3,608.33
14586,23747599,Eixample,170.0,Sant Antoni,4,7,3,5071.67
14600,23761767,Ciutat Vella,80.0,"Sant Pere, Santa Caterina i la Ribera",4,325,1,266.67
14613,23776646,Ciutat Vella,30.0,el Barri Gòtic,3,114,32,627.5
14626,23797076,Eixample,140.0,l'Antiga Esquerra de l'Eixample,5,48,3,3698.33
14632,23799755,Gràcia,115.0,el Camp d'en Grassot i Gràcia Nova,6,342,2,220.42
14636,23802379,Eixample,69.0,la Sagrada Família,6,313,2,299.0
14640,23804352,Eixample,122.0,la Sagrada Família,4,321,2,447.33
14643,23804730,Eixample,69.0,la Sagrada Família,6,332,2,189.75
14654,23813208,Ciutat Vella,60.0,el Raval,4,331,32,170.0
14657,23814991,Eixample,75.0,la Sagrada Família,4,114,1,1568.75
14668,23825888,Ciutat Vella,90.0,el Raval,5,4,1,2707.5
14673,23836924,Horta-Guinardó,59.0,Can Baró,4,326,1,191.75
14681,23856789,Ciutat Vella,47.0,la Barceloneta,4,332,31,129.25
14689,23866376,Ciutat Vella,61.0,el Raval,4,179,32,945.5
14691,23868358,Ciutat Vella,199.0,el Raval,4,174,32,3167.42
14692,23868370,Sant Martí,138.0,Provençals del Poblenou,6,310,2,632.5
14702,23874036,Sant Martí,140.0,el Poblenou,5,201,2,1913.33
14710,23887963,Eixample,145.0,la Sagrada Família,6,312,1,640.42
14711,23888210,Eixample,116.0,la Sagrada Família,5,341,2,232.0
14713,23888685,Horta-Guinardó,56.0,Sant Genís dels Agudells,4,263,32,476.0
14714,23890155,Ciutat Vella,90.0,"Sant Pere, Santa Caterina i la Ribera",2,9,2,2670.0
14718,23891320,Sant Martí,260.0,el Parc i la Llacuna del Poblenou,4,73,2,6326.67
14735,23914525,Sant Martí,248.0,el Poblenou,6,329,1,744.0
14736,23914529,Eixample,105.0,la Nova Esquerra de l'Eixample,6,318,1,411.25
14737,23914531,Sant Martí,105.0,el Camp de l'Arpa del Clot,5,348,1,148.75
14744,23919529,Eixample,60.0,la Sagrada Família,5,333,2,160.0
14753,23922829,Ciutat Vella,30.0,el Raval,2,225,31,350.0
14795,23964784,Gràcia,92.0,la Vila de Gràcia,4,354,2,84.33
14808,23983574,Sant Martí,175.0,Diagonal Mar i el Front Marítim del Poblenou,6,313,3,758.33
14818,23990630,Ciutat Vella,125.0,el Barri Gòtic,3,278,1,906.25
14820,23990807,Ciutat Vella,125.0,el Barri Gòtic,3,276,2,927.08
14822,23992269,Sants-Montjuïc,95.0,el Poble Sec,6,285,2,633.33
14841,24010297,Sant Martí,100.0,el Camp de l'Arpa del Clot,4,305,2,500.0
14846,24014011,Eixample,185.0,la Nova Esquerra de l'Eixample,6,137,1,3515.0
14869,24033028,Eixample,160.0,el Fort Pienc,6,233,2,1760.0
14880,24046259,Eixample,89.0,Sant Antoni,4,213,31,1127.33
14905,24070207,Sants-Montjuïc,85.0,el Poble Sec,4,106,3,1834.58
14910,24076004,Ciutat Vella,118.0,la Barceloneta,3,86,1,2743.5
14911,24076018,Ciutat Vella,118.0,la Barceloneta,3,68,1,2920.5
14912,24076022,Ciutat Vella,118.0,la Barceloneta,3,88,1,2723.83
14913,24076031,Ciutat Vella,118.0,la Barceloneta,2,80,1,2802.5
14914,24076036,Ciutat Vella,118.0,la Barceloneta,3,87,1,2733.67
14915,24077062,Ciutat Vella,65.0,el Raval,4,174,32,1034.58
14938,24105904,Sants-Montjuïc,75.0,Sants - Badal,3,26,3,2118.75
14940,24109664,Gràcia,129.0,la Vila de Gràcia,5,171,3,2085.5
14946,24113131,Eixample,48.0,la Dreta de l'Eixample,2,253,32,448.0
14948,24118232,Ciutat Vella,100.0,el Raval,4,23,3,2850.0
14963,24138826,Eixample,82.0,Sant Antoni,4,257,31,738.0
14973,24153870,Ciutat Vella,69.0,el Barri Gòtic,4,350,364,86.25
14985,24169789,Eixample,85.0,la Dreta de l'Eixample,4,127,3,1685.83
14993,24174008,Eixample,100.0,la Sagrada Família,6,319,2,383.33
14995,24176442,Eixample,100.0,la Sagrada Família,6,278,2,725.0
15005,24190824,Eixample,100.0,la Sagrada Família,6,297,2,566.67
15006,24191631,Eixample,100.0,la Sagrada Família,6,204,2,1341.67
15008,24192474,Eixample,100.0,la Sagrada Família,6,254,2,925.0
15009,24193053,Eixample,100.0,la Sagrada Família,6,316,2,408.33
15010,24193951,Eixample,100.0,la Sagrada Família,6,318,2,391.67
15011,24194256,Sants-Montjuïc,75.0,Hostafrancs,5,365,32,0.0
15012,24196303,Eixample,1000.0,la Sagrada Família,4,288,2,6416.67
15014,24196638,Gràcia,100.0,el Camp d'en Grassot i Gràcia Nova,3,180,30,1541.67
15015,24198132,Eixample,100.0,la Sagrada Família,4,308,2,475.0
15020,24200472,Sarrià-Sant Gervasi,150.0,el Putxet i el Farró,6,21,3,4300.0
15027,24205626,Ciutat Vella,60.0,el Raval,6,279,32,430.0
15036,24217003,Ciutat Vella,115.0,el Raval,6,296,32,661.25
15040,24217669,Eixample,390.0,la Dreta de l'Eixample,4,365,3,0.0
15041,24218183,Eixample,103.0,la Dreta de l'Eixample,3,195,1,1459.17
15042,24218366,Eixample,133.0,la Nova Esquerra de l'Eixample,5,322,2,476.58
15043,24218608,Eixample,120.0,la Dreta de l'Eixample,3,240,1,1250.0
15048,24224197,Gràcia,114.0,la Vila de Gràcia,4,312,2,503.5
15049,24224594,Sant Martí,119.0,el Poblenou,6,309,2,555.33
15062,24239102,Sants-Montjuïc,75.0,Hostafrancs,4,315,1,312.5
15080,24259621,Sants-Montjuïc,45.0,el Poble Sec,4,270,32,356.25
15082,24261250,Eixample,63.0,Sant Antoni,2,295,32,367.5
15084,24263686,Ciutat Vella,78.0,"Sant Pere, Santa Caterina i la Ribera",2,101,3,1716.0
15104,24295747,Sants-Montjuïc,152.0,el Poble Sec,5,318,3,595.33
15130,24323698,Eixample,103.0,la Dreta de l'Eixample,3,210,1,1330.42
15133,24324367,Eixample,138.0,la Dreta de l'Eixample,3,256,1,1253.5
15134,24324563,Eixample,138.0,la Dreta de l'Eixample,3,268,1,1115.5
15146,24333231,Sant Martí,149.0,el Poblenou,5,145,2,2731.67
15153,24341066,Eixample,120.0,la Dreta de l'Eixample,3,226,1,1390.0
15156,24342272,Eixample,90.0,la Dreta de l'Eixample,6,119,3,1845.0
15160,24342447,Sants-Montjuïc,165.0,Sants,4,200,1,2268.75
15166,24345110,Eixample,150.0,l'Antiga Esquerra de l'Eixample,6,39,1,4075.0
15176,24350436,Sant Martí,93.0,el Parc i la Llacuna del Poblenou,4,323,2,325.5
15182,24355737,Sants-Montjuïc,55.0,el Poble Sec,3,80,31,1306.25
15207,24382627,Sants-Montjuïc,95.0,Hostafrancs,4,119,3,1947.5
15215,24388074,Ciutat Vella,150.0,la Barceloneta,3,333,32,400.0
15233,24398073,Eixample,140.0,Sant Antoni,4,298,3,781.67
15244,24410827,Eixample,145.0,l'Antiga Esquerra de l'Eixample,4,139,2,2730.83
15260,24424771,Gràcia,80.0,Vallcarca i els Penitents,2,163,32,1346.67
15271,24437496,Gràcia,89.0,la Vila de Gràcia,4,352,2,96.42
15287,24448277,Eixample,138.0,la Sagrada Família,5,209,3,1794.0
15288,24448278,Eixample,92.0,la Sagrada Família,3,334,3,237.67
15289,24448279,Eixample,92.0,la Sagrada Família,3,336,3,222.33
15290,24448280,Sant Martí,118.0,el Camp de l'Arpa del Clot,5,298,2,658.83
15291,24448282,Eixample,149.0,la Dreta de l'Eixample,5,294,3,881.58
15292,24448283,Sants-Montjuïc,88.0,el Poble Sec,2,324,3,300.67
15294,24448287,Gràcia,103.0,la Vila de Gràcia,4,236,3,1107.25
15296,24448289,Eixample,111.0,la Sagrada Família,5,328,3,342.25
15297,24448290,Eixample,134.0,el Fort Pienc,6,327,3,424.33
15298,24448291,Eixample,98.0,la Nova Esquerra de l'Eixample,6,299,2,539.0
15306,24448299,Les Corts,119.0,les Corts,4,344,1,208.25
15308,24448301,Sants-Montjuïc,105.0,la Bordeta,4,333,3,280.0
15309,24448303,Sants-Montjuïc,115.0,la Bordeta,6,300,3,622.92
15310,24448306,Les Corts,120.0,la Maternitat i Sant Ramon,6,302,3,630.0
15314,24448874,Sant Martí,114.0,la Vila Olímpica del Poblenou,4,319,3,437.0
15315,24448876,Sant Martí,227.0,Diagonal Mar i el Front Marítim del Poblenou,5,17,3,6583.0
15317,24448879,Gràcia,111.0,el Camp d'en Grassot i Gràcia Nova,4,322,3,397.75
15319,24448884,Eixample,97.0,la Nova Esquerra de l'Eixample,5,327,2,307.17
15320,24448885,Eixample,97.0,la Nova Esquerra de l'Eixample,5,313,2,420.33
15321,24448886,Gràcia,90.0,el Camp d'en Grassot i Gràcia Nova,2,288,3,577.5
15322,24448887,Les Corts,131.0,la Maternitat i Sant Ramon,4,31,3,3646.17
15334,24459239,Eixample,100.0,el Fort Pienc,4,325,2,333.33
15340,24464487,Eixample,87.0,Sant Antoni,6,365,32,0.0
15345,24465924,Eixample,154.0,la Dreta de l'Eixample,5,131,3,3003.0
15354,24481760,Sarrià-Sant Gervasi,120.0,Sant Gervasi - Galvany,4,4,8,3610.0
15367,24487331,Sants-Montjuïc,99.0,el Poble Sec,4,136,3,1889.25
15374,24493402,Gràcia,42.0,el Camp d'en Grassot i Gràcia Nova,2,108,31,899.5
15393,24520554,Eixample,179.0,la Dreta de l'Eixample,5,126,3,3565.08
15396,24528857,Eixample,58.0,la Dreta de l'Eixample,4,364,31,4.83
15401,24534785,Eixample,135.0,la Dreta de l'Eixample,4,183,29,2047.5
15409,24542571,Gràcia,97.0,la Vila de Gràcia,2,331,3,274.83
15422,24567969,Eixample,70.0,l'Antiga Esquerra de l'Eixample,4,245,32,700.0
15430,24574630,Ciutat Vella,80.0,"Sant Pere, Santa Caterina i la Ribera",6,331,31,226.67
15437,24589082,Eixample,80.0,la Dreta de l'Eixample,4,109,3,1706.67
15460,24610525,Sant Martí,40.0,la Verneda i la Pau,4,304,32,203.33
15485,24631006,Gràcia,65.0,la Vila de Gràcia,5,317,32,260.0
15492,24638971,Sarrià-Sant Gervasi,110.0,el Putxet i el Farró,4,58,3,2814.17
15506,24647482,Eixample,150.0,la Dreta de l'Eixample,5,71,3,3675.0
15507,24649855,Eixample,100.0,la Nova Esquerra de l'Eixample,4,276,1,741.67
15510,24652373,Sants-Montjuïc,125.0,la Font de la Guatlla,4,310,4,572.92
15516,24663567,Ciutat Vella,73.0,el Raval,2,64,3,1831.08
15517,24664178,Eixample,150.0,la Dreta de l'Eixample,4,296,3,862.5
15525,24669775,Eixample,100.0,la Dreta de l'Eixample,4,166,30,1658.33
15558,24722608,Sant Martí,138.0,Provençals del Poblenou,4,317,2,552.0
15559,24722855,Eixample,186.0,Sant Antoni,6,105,3,4030.0
15565,24730041,Sant Martí,140.0,la Vila Olímpica del Poblenou,4,12,3,4118.33
15574,24739444,Ciutat Vella,52.0,el Raval,5,335,32,130.0
15583,24746006,Sants-Montjuïc,95.0,el Poble Sec,4,118,3,1955.42
15585,24747541,Eixample,85.0,la Nova Esquerra de l'Eixample,4,287,4,552.5
15587,24747942,Sarrià-Sant Gervasi,70.0,el Putxet i el Farró,3,233,4,770.0
15594,24753780,Sant Martí,113.0,el Parc i la Llacuna del Poblenou,4,185,1,1695.0
15595,24753794,Sant Martí,113.0,el Parc i la Llacuna del Poblenou,4,190,1,1647.92
15627,24792072,Eixample,105.0,la Dreta de l'Eixample,4,269,1,840.0
15637,24796633,Eixample,130.0,la Dreta de l'Eixample,4,283,31,888.33
15641,24797878,Eixample,120.0,la Dreta de l'Eixample,6,4,3,3610.0
